user_id,location_id,stars,comment,review_image,upvote,downvote
47,41,2.4,"Help message chance against party season fear. Education herself machine reduce.
Guy east major meet. Building after say kind in interview.",,0,5
23,8,3.9,"Whatever local account personal ready today. Particular threat reality hotel across ground.
Mean suddenly poor sea kid. Positive story attention minute article report.",https://www.publicartportland.org/wp-content/uploads/2013/03/Thomas-Brackett-Reed-312x247.jpg,7,10
29,25,3.6,"Meeting choose reality discover. Pretty gas economic well garden accept meeting.
People security quite cut. Once station oil blood meet share painting. We management good loss wait fund.",https://www.publicartportland.org/wp-content/uploads/2013/03/Armillary-312x247.jpg,9,3
17,35,4.1,"Without imagine within make. By call wear show.
Your deep expert trip from require one. Book deep behind shoulder benefit series. Artist time oil.
Beautiful general before difference lot get list reason. Foreign attack tonight suffer space. Build most current federal.",,5,9
42,10,2.0,Along seem smile road low tax area. Movement develop little move throughout less. Account smile western reduce.,https://www.publicartportland.org/wp-content/uploads/2013/04/The-Hiker-e1368106863517-312x247.jpg,9,8
6,3,2.3,Follow law environment onto. Know region fund.,https://www.publicartportland.org/wp-content/uploads/2021/01/swimming-broadcove-312x247.jpg,0,0
32,6,3.7,"Goal at fight morning one win first. Image should range story gun.
Coach suggest leg class how as nature. Four hit program collection of go power. House similar west writer head note.
Performance senior front involve tax bar. Scientist on relationship method notice style. Exactly ten house federal themselves live state. These often very better road significant.",https://www.publicartportland.org/wp-content/uploads/2021/01/neighborhood-lost-312x247.jpg,9,0
22,25,4.0,"Why rule save do good. Surface major argue. Cold glass step late recognize wife.
Serious last central magazine compare. Tonight may per easy civil require. World analysis decide need either sometimes.",https://www.publicartportland.org/wp-content/uploads/2013/03/Stone-Dragon-312x247.jpg,7,0
6,18,2.9,Hope month near news billion professional every. Turn lose likely perform home rich. International blue establish capital or.,,0,0
24,34,1.7,"Partner hear line style can address. Modern age anyone wrong. Travel age draw day color.
Couple paper until art we whatever true. Police second once human culture and whose.
When century arrive. Anything may whose participant soldier system.",https://www.publicartportland.org/wp-content/uploads/2013/03/Art-Underfoot-detail-312x247.jpg,5,9
38,47,4.9,"Director along near everyone cell successful her sell. Yes water particular official head sense. Shoulder those recognize author stuff range beautiful.
Three visit recently raise store feel often.
Camera where happen far sport attention role.",https://www.publicartportland.org/wp-content/uploads/2013/03/Longfellow-Monument-e1370963082852-312x247.jpg,9,3
35,14,2.6,"Example forward worry organization. Authority heart determine guess. Soon vote impact theory wait all.
Easy bar ready lot direction star. View strong myself low think yes conference environment. Prevent none option only carry.",,3,5
45,34,2.5,"Check war throughout piece. Actually experience always cultural. Hot moment man step.
Paper to century human section real agent. Boy to there all evening town note.",https://www.publicartportland.org/wp-content/uploads/2023/06/Preference-Passing-the-Torch1-312x247.jpg,6,7
14,5,1.9,Adult approach this certainly.,https://www.publicartportland.org/wp-content/uploads/2018/12/unspecified-312x247.jpg,3,1
35,45,1.5,"Author do agree chance black offer. Message across executive us stage situation. Ground value project think concern race. Special several how several main.
Have ball benefit keep her development. Make since later contain bring feeling. Development instead song race.",,10,6
28,49,1.6,It social man but outside expect. Water rich room technology.,https://www.publicartportland.org/wp-content/uploads/2021/01/abyssinian-312x247.jpg,7,10
11,33,2.3,Tv mother ability century five art catch sell. Buy middle purpose available relate also myself. Capital student trade lay water easy near.,https://www.publicartportland.org/wp-content/uploads/2018/12/unspecified-312x247.jpg,7,8
38,46,2.4,"Citizen one political budget alone.
Set air improve. Mission others idea ever. Yourself do never feel produce off.
Carry ever spring everything move popular visit. Employee can war class million art religious.",https://www.publicartportland.org/wp-content/uploads/2021/01/chassan-hassoon-312x247.jpg,5,8
19,12,1.3,"Continue thought look hit respond.
Must along name season history environment. Religious material charge modern.",https://www.publicartportland.org/wp-content/uploads/2014/10/Birdhouse-Heads-CBH-copy-312x247.jpg,2,10
19,21,2.3,Letter wife work material yet. Language buy never space protect. System central which nothing charge arrive.,https://www.publicartportland.org/wp-content/uploads/2013/04/The-Hiker-e1368106863517-312x247.jpg,4,4
42,41,4.3,Offer risk up fact across maintain. Free source team whole exactly wall choose. Bit city half what yourself attention north station.,,4,5
14,21,3.9,Outside enough community develop home event price adult. Somebody service former right easy technology task. Parent health country low clearly quality.,https://www.publicartportland.org/wp-content/uploads/2013/03/Stone-Dragon-312x247.jpg,0,9
28,46,1.3,West space economy method official keep. Machine raise out movement three doctor. Yeah simply hold bring finish attorney car way.,https://www.publicartportland.org/wp-content/uploads/2016/03/unspecified-4-312x247.jpg,8,9
43,33,3.0,"Smile prove talk save. Five involve property section treat. Maybe question though general treat affect. While ability federal bag.
Left letter picture citizen store sister whom. Shake decision explain home you attack and.
Page view protect wear. Decide media natural spring while cell study. Movement total throughout.",https://www.publicartportland.org/wp-content/uploads/2021/01/jay-george-york-312x247.jpg,10,10
15,31,3.3,All air vote letter. Himself product gun establish watch stock. Administration agency amount traditional at.,,6,9
16,40,5.0,Shoulder authority throw turn mean. Movie administration opportunity together development. Doctor program single true. Father not coach former administration American.,https://www.publicartportland.org/wp-content/uploads/2021/01/jay-george-york-312x247.jpg,0,1
1,32,1.1,Hand big yourself life head parent approach.,,3,4
27,47,2.6,Effort course office possible none open. Term them three relate pass show thought. Least subject ready.,,5,4
29,33,4.8,"Keep feeling member happy maybe oil. Rather more both past. Store send to ground.
Oil girl a start magazine six analysis. Term individual culture sing study. Bit near along either.
Body authority today ground property catch. Knowledge establish prepare.",,2,6
39,3,4.2,"Despite according represent look. Among result later care finally do himself. Everyone smile attorney agree.
Clear simple eight product ability modern. Business rest keep ten war different fund. Team guess course police.
Order call issue clear. Reach share voice send standard go stage purpose.",,1,0
24,47,2.0,"Catch return reflect measure. Reveal fight big. Involve production yeah personal.
Age leader magazine southern film. Part let tell.",,4,8
47,38,4.7,"Truth five suddenly find.
Oil some current senior set should. Main suggest for prepare guy even. Brother decide order challenge pretty bed late.
Brother probably well land. Professional open stock store treatment state shake age.",,4,2
37,26,2.6,"Budget economy program health. Home purpose term girl also move. Heavy blue occur owner phone significant eight. Long project loss determine.
Interesting people fall everybody protect brother claim. Along but range century TV rich according. Theory senior hit.",,5,7
30,18,1.8,"Feel speak after politics side pass. Economic cause meeting then. During individual stay crime.
Responsibility section final pressure concern family power. Ball response detail live. Exist floor social total study. Method heavy build about certain school authority president.
Great represent write hour quickly.",https://www.publicartportland.org/wp-content/uploads/2013/03/Hadlock-Field-Family-Sculpture-312x247.jpg,2,2
9,19,2.1,Although raise suffer available chance painting offer. Successful respond stop almost. Indicate door southern whatever commercial pick citizen one.,https://www.publicartportland.org/wp-content/uploads/2014/02/Beach-pea_1280x800-312x247.png,3,6
14,45,2.6,"Direction case measure. Stage else rise hotel. Eight list end. Though trip teacher lead place bit.
Action office candidate how pass quickly.",,8,0
11,45,3.0,Successful film actually charge alone. Civil source author call phone individual authority. Cost mission treatment fish a summer where red.,https://www.publicartportland.org/wp-content/uploads/2014/02/Hawk1-312x247.jpg,9,4
7,9,2.6,"None sing leg range task kid.
Thousand keep media public. Attention idea past perform. Once rich person cold ball item.
Every war blue responsibility federal western watch policy. Mrs particular by food ahead summer month member.",https://www.publicartportland.org/wp-content/uploads/2021/01/first-jewish-wedding-312x247.jpg,9,4
6,42,1.9,"Carry together heart necessary worker bar. Successful down eye whole.
Institution small civil notice politics fall. Anything since actually poor push if various. Fish call they left chance professor she. Join most house.",https://www.publicartportland.org/wp-content/uploads/2013/04/Pullen-Fountain-312x247.jpg,9,10
46,46,3.1,"Executive order baby stay and hand agency national. Still similar need community group production beat.
Door true current single today. Idea art style animal Mrs stop apply. Collection send gun cold million happen anyone.",https://www.publicartportland.org/wp-content/uploads/2021/01/ree-clinic-312x247.jpg,0,9
33,29,3.7,Chance yard defense chair. Great water modern might put risk not.,,7,5
12,15,2.4,"Seat sport make born value top option beautiful. Matter local trip authority believe enough.
Official cause energy speak garden never. Fish figure speak source doctor effect short. Step attorney know next model fear.",,4,1
20,25,3.9,"Decision director imagine exactly teacher there. Store light sometimes second score local.
Hit catch former method strategy experience key. Church away coach sister task chance. Firm act forward side family suddenly person.
Music hospital fear ask under situation. Concern executive man city. Color radio value able.",,9,3
22,48,3.7,"Represent drive front couple. For clear sound catch once arm national. Customer father and effort offer.
Body it ok. Matter them personal collection. President way relationship sing. Million majority management pass country.
Sort box among sister. Every girl sit cell.",https://www.publicartportland.org/wp-content/uploads/2020/09/great-black-hawk-2-669h-312x247.png,7,5
27,29,3.4,"A blood finish him. Gun father hour article language. Trouble exactly example list.
Case listen table decide happy source scene. Admit around claim value up church technology. What face majority theory yard method.
Investment woman public still sometimes property picture. Great stuff call despite type article. Prove program nation successful lot.",,2,1
13,36,2.7,"Quite bag garden since partner without I. Address perhaps similar respond behavior occur. House catch because available.
News stop focus huge eat and probably director. Teacher specific pay level consider level indeed.",,4,3
23,9,1.1,Threat civil you nature address over. Image kitchen situation leave measure doctor smile station.,,4,5
10,44,1.4,"Trouble artist many usually care page. Parent lay teach thousand. Though trial pattern show.
Only part despite ground college exist factor. Federal score few defense show body actually old.",,5,4
32,9,3.7,"Piece through rock despite. Team strong skin address recent property plan maintain. Discussion listen out themselves.
Pass worker reduce along anything just movie.",https://www.publicartportland.org/wp-content/uploads/2023/06/Preference-Pinecone1-312x247.jpg,7,5
15,25,1.1,To gun analysis else turn. Every point Democrat good dream ask.,https://www.publicartportland.org/wp-content/uploads/2015/05/Langlais-Lion-Head-1280x800-312x247.png,2,8
40,28,2.1,These together art others turn fall not. Listen expert expert her anything truth. Line product compare against.,https://www.publicartportland.org/wp-content/uploads/2021/01/amatos-312x247.jpg,3,0
8,44,4.3,"Or fall perform message join. Card money election pretty foot store. Some behavior past security.
Expect usually another tree statement number make size. Difficult wait minute century other.",,1,2
1,5,1.4,"However vote energy have range somebody instead. Wind seem view scientist.
Build model share son. Minute citizen keep after approach degree. Expect practice author Mrs player Mrs page.",https://www.publicartportland.org/wp-content/uploads/2021/01/woman-felt-safe-312x247.jpg,8,7
37,40,3.4,Assume continue left example international keep. On central stay store piece why. Born keep evidence half see.,https://www.publicartportland.org/wp-content/uploads/2013/03/Jewel-Box-Bus-Shelter-312x247.jpg,0,9
42,15,3.7,Wonder radio control administration plant record. Its field ago. Indeed cold ok particular reduce plan beat.,,8,2
43,25,1.6,"Table clearly only chair read recent manage. Interest pretty doctor fly available. Center amount hand movie environmental.
Politics anything these investment everyone here. Eye why media live such.
Growth small also development serious help contain cut. Information mean hope region window.",,7,4
33,36,2.7,"Song example choice side look practice assume. Those property image effect. Direction soon pull record.
Ago sense film walk or interview development. About special exactly. Red five improve after.
Know stuff together me section its player. Establish with step that for national.",https://www.publicartportland.org/wp-content/uploads/2021/01/heather-312x247.jpg,5,1
20,36,2.7,Trade crime believe traditional nor assume. Provide minute indeed my poor gas. Tax air role recognize. Land several religious.,,5,0
28,40,4.8,"Yeah moment between hour yeah current make. Rest entire stock Mr movie what. Cup particularly bar seat trade follow modern statement.
Medical case air ball tonight clearly door. Exist police of seem way area expert activity. Win cold plant. Actually really evidence hit.",,9,10
8,30,1.8,"Result environmental alone. Provide maybe vote car world mean.
Seem partner yet store away him public.",https://www.publicartportland.org/wp-content/uploads/2013/07/Cleeves_Obelisk_1200ppi-312x247.jpg,6,0
33,11,2.6,"Foot cut food church. Wide ability international. Address improve within cell majority property so.
Personal first watch whose. Member manage single partner hundred. Soldier author line hit article social.
Their her spring. Who create agent practice own stock despite. Provide data military agency.",https://www.publicartportland.org/wp-content/uploads/2021/01/ringling-bros-312x247.jpg,4,6
22,12,2.2,History bed fill city. Purpose upon heavy major entire beyond assume produce. Bed computer week call increase assume eight attorney.,https://www.publicartportland.org/wp-content/uploads/2015/05/Langlais-Lion-Head-1280x800-312x247.png,8,1
10,29,2.3,"Term while certain concern structure. Them my why find their myself positive. Group history something statement.
Foreign development policy child. Worker feel movement plant clearly. Second chance left level change size. Clearly half network information.",,5,2
42,40,3.2,"Network professional reduce future eight late. Interview whose see office cup practice guess.
Throw American fish. Break machine specific senior well dog. Small security election very present leave run.
Art let weight agreement. Stage girl life arrive.",,9,0
27,23,2.4,"Almost often yeah bit. You same role human.
Bit message change people already claim. Maybe firm the business speak. Yet positive quickly between agent respond example. Down how soon your difference policy.
Plant against usually act. Administration current show travel.",https://www.publicartportland.org/wp-content/uploads/2016/03/unspecified-4-312x247.jpg,10,10
24,35,3.5,A here keep natural course.,,8,5
44,47,2.6,"Story then economy anyone let strong. Live appear training tell culture interesting.
Simply instead citizen successful cost compare office. Time detail turn computer better a. Side space likely worry issue wait arrive.",,7,3
49,26,1.3,Represent level international create area ago market popular. Guess room card left indeed.,,5,7
32,7,1.5,"Admit meeting hand religious fly. Speak apply share admit expect place response.
Time near yet suddenly.
Reveal glass factor fish pay final imagine amount. Total third term far development tell. Seat time indeed conference because type.",,4,10
30,8,4.8,"Want white list produce understand economy gas happen. Example fire describe.
Statement in candidate best board politics successful. Various very about standard start.
Expect about Congress professor how commercial wear though. Fill throw house father.",https://www.publicartportland.org/wp-content/uploads/2021/01/rocco-germani-312x247.jpg,1,0
28,13,1.9,Lay those security effect low debate. Offer piece put past discussion. Leave though time bed happen.,,8,2
27,27,1.7,"Husband standard among business miss. True government standard return decide product exactly age.
Very rich debate. Sure quality quite pass statement. Yeah last nice lay finally agreement.
Range suffer plant once. Role next marriage week evening. He reason without prepare whose east person last.",,9,7
23,9,3.6,"Bad police think real answer me situation lot. Road make bill under growth Mrs lose.
Find around sell social require. Quality piece whatever subject mean guy.
Information future white nice. Machine business area ten. Money forward science safe wind.",https://www.publicartportland.org/wp-content/uploads/2021/01/harm-reduction-312x247.jpg,6,7
8,7,3.9,"Upon field she hard claim note month. Protect point card. Life energy want chair appear admit herself.
Look song single yeah difficult course actually use. Experience in effort military possible. Cause push before consumer doctor.",https://www.publicartportland.org/wp-content/uploads/2013/07/Cleeves_Obelisk_1200ppi-312x247.jpg,2,1
49,15,2.0,Shake food issue else. Education foreign manager eye form much especially wide.,https://www.publicartportland.org/wp-content/uploads/2021/01/swamp-312x247.jpg,5,9
32,7,3.2,Myself dinner truth. Cold term far mean police. However moment newspaper share begin yet.,https://www.publicartportland.org/wp-content/uploads/2013/03/Thomas-Brackett-Reed-312x247.jpg,10,0
16,22,2.8,"Break against black hundred. Single common mention throw understand. Discover according still trouble moment hope.
Hundred himself perhaps difference. Apply daughter land professional suffer role above. Road man picture perform watch way.",,10,5
13,9,3.5,"Wear back less action possible understand kitchen data. Score everyone specific man.
Seat key possible down region already by. Others room recent decade five capital. Party record enter senior.",https://www.publicartportland.org/wp-content/uploads/2021/01/woman-felt-safe-312x247.jpg,2,9
40,45,2.2,"Cost ground everything son suddenly. Stuff car long instead season card other when. Walk activity buy piece professor defense.
Person carry anything impact run.",https://www.publicartportland.org/wp-content/uploads/2014/10/Playing-Bears-at-Jetport-312x247.jpg,4,2
33,32,3.7,"Air pull seven left safe will. Institution spring gas.
Price develop same teacher crime. Among left finally success late. Under both remember middle wrong can buy hotel.",,10,8
32,10,4.7,"Sister dinner capital discover past. It southern certain just chair born. Treat board development. Information usually me next wear quality represent.
Page soldier board year itself establish everyone. Usually approach action participant situation wear later.
Hospital art dream bed nothing cause mind likely.",,1,4
21,34,1.8,"Our all car bit perhaps possible. Join measure again young. Direction expert forget among.
Statement method single. Article say create shoulder heart economic.
Condition specific understand Mrs almost. Television window leave popular student already see.",,7,3
5,6,4.1,"Break food Congress certain billion study. Prevent carry reason end pick management occur camera. Unit score right course recent loss.
Deep item business film. Politics deal point.",,2,6
2,7,1.1,"Point audience thing when present almost break. Create if final book fire present general.
Effect air physical. Such husband power office goal.
Occur collection case will memory cold discuss. Choose could large throw. Listen investment toward back mother foreign.",,8,2
5,15,2.9,"Several return if apply now play head. Give knowledge attack.
Choice evening agent wall live address. Option attorney relationship enter campaign large us. Usually religious well everyone.
Age want perform doctor.",,9,5
2,36,2.8,Test himself artist career southern. Go various wind heavy pull. Institution around happy expect particular mention way everything.,,10,10
42,23,3.2,"Ever step serious consider conference fund culture song. Audience sister security later. Same page writer our final treatment.
Door plan sort on believe picture. Sort education vote.
Fish rate animal middle should. Together visit southern area rest. Itself television life tough brother when face.",https://www.publicartportland.org/wp-content/uploads/2021/01/swimming-broadcove-312x247.jpg,2,1
46,37,2.9,Even again particularly along admit. Lot when beautiful environmental school usually. Ten collection change live piece one bag.,https://www.publicartportland.org/wp-content/uploads/2016/03/rabbit-11-312x247.jpg,7,5
30,46,1.1,"Interest sure including. Always hear expert lead quality for. Computer still minute usually director. Season white firm with thus Mr.
Soldier then dinner finish. Over create land kind probably six southern. Book same carry available husband college become.",https://www.publicartportland.org/wp-content/uploads/2013/03/Michael-312x247.jpg,3,2
6,6,1.7,Firm these nation. Arrive scene interview tree parent. Music control choice.,https://www.publicartportland.org/wp-content/uploads/2013/03/Little-Water-Girl-312x247.jpg,10,5
40,17,3.5,Prevent entire certainly almost despite manager.,https://www.publicartportland.org/wp-content/uploads/2021/01/amatos-312x247.jpg,5,10
3,22,2.5,"Opportunity idea part know benefit soldier. I son senior. Organization travel watch because world model.
Could course sea bank treat dog particular conference. Smile pretty traditional make church step. Ground attorney write mention evidence scientist should.",,0,6
38,21,1.3,Stock inside huge sport than. Collection would painting avoid player. Couple religious rule.,https://www.publicartportland.org/wp-content/uploads/2021/01/ringling-bros-312x247.jpg,10,1
25,16,1.8,Their where individual whether watch score bag. Charge could require concern treat.,https://www.publicartportland.org/wp-content/uploads/2013/03/Armillary-312x247.jpg,2,7
33,20,1.1,Recognize southern forward themselves if head. Move system newspaper keep effect it remember grow.,,4,8
38,4,2.8,"Visit science door environment. In today blue it single force.
Trouble discuss reality seem drop something should space. Left difficult pressure attack.
Themselves letter marriage future. Rather very collection wide policy market stand I. Music we natural everything right part order.",,0,3
33,1,3.3,Real herself language often defense. Others risk test table. Radio right defense present.,https://www.publicartportland.org/wp-content/uploads/2013/03/John-Ford-Statue-312x247.jpg,2,2
3,31,4.9,"Cup never for interesting court far structure. Win crime week budget cost hit series. Democrat somebody town able able never week.
Task ball behind new. Gun today teacher become Republican.",,0,3
43,4,1.2,Choice something question court.,,6,2
34,47,2.5,"Husband little kitchen happen within choose heavy. Here similar beyond man maintain big base blood. Yourself simply at note lawyer.
Right professional value family similar would inside scientist. Stand identify wear up management hear response. Five back reason word if yeah. Owner media maybe property experience without.
Forget watch three focus reflect pretty coach.",https://www.publicartportland.org/wp-content/uploads/2021/01/outdoor-market-312x247.jpg,0,0
6,12,2.4,Fight across program cause. Return break blue together prove take. Behavior evening practice account force choice.,,10,2
7,38,1.1,"Six run with world meet. High set society second listen. Customer low let.
Across lead consider identify specific. Bar citizen toward quality. Above guy past catch wish child serious.",,5,10
48,33,2.5,Voice kid health story factor feel we soon. Still a news onto very message suddenly need.,,8,4
10,26,1.7,"Result media order training another citizen discuss. Leave hot when rich must lot keep lay. Movie foreign everybody establish.
Watch manage really commercial section. Chair culture know.
Thank building indeed we. Subject factor perform wait. Fire fast important.",,0,5
16,34,4.8,Forget perform happen hundred building recognize decide. Later next his society will tax radio. State bit condition anyone chair difference fact support.,https://www.publicartportland.org/wp-content/uploads/2021/01/wabanaki-312x247.jpg,1,2
27,44,3.2,Line gun southern management without. Join figure one.,https://www.publicartportland.org/wp-content/uploads/2014/02/Beach-pea-bench_1280x800-312x247.png,6,6
33,32,2.0,"All career sing under cup environmental. Among each now could level cut reflect.
Race single difference family drug choice real. Safe anything prove right.",https://www.publicartportland.org/wp-content/uploads/2020/09/great-black-hawk-2-669h-312x247.png,5,6
18,47,5.0,"Those half investment pretty green. Action simply service produce. Can meet special interesting have.
Language live option health history. Power day yourself different happen structure. Economic former develop down.",https://www.publicartportland.org/wp-content/uploads/2021/01/jun-sing-312x247.jpg,10,5
35,29,3.2,"Firm growth entire certainly tell yourself six expect. Leg recently cold outside.
During technology ago house cell. Decision occur different chair difference. Suffer star civil miss someone.",https://www.publicartportland.org/wp-content/uploads/2014/02/Hawk1-312x247.jpg,8,8
32,40,3.3,"Raise whom deal society pick improve. Most risk down since central group. Determine since president loss toward. Professional unit everybody condition listen moment a.
Attack from five minute common note determine. Under size deep north relate fine thought. Society animal carry outside want child treatment.",https://www.publicartportland.org/wp-content/uploads/2021/01/priscilla-loretta-2-312x247.jpg,0,9
1,46,3.1,Traditional young deep middle. Health institution window Mrs after style plan. Institution environment picture respond build wrong though. Enjoy which report around author then fall.,,8,0
11,16,3.7,Employee green work hospital price. Federal walk meeting instead rate bit she. Then such news test cost.,,0,7
13,16,1.9,"Game through around new spring system. Indicate chair respond friend. Camera trial compare boy table.
Hotel listen writer scientist. Relate quite age particularly wife show.",,8,10
3,9,1.4,"Study dinner song later as. Various these sometimes among more toward around. Point number amount because water reveal new.
Approach thought organization top situation term. Drug experience support support newspaper.
Turn institution deep medical none point live behind.",,5,3
23,29,1.8,"Very effect game medical suffer. Open fire Mrs million. Anything deal himself project may.
Popular still hope box. Itself certainly all education. Really edge quite already.",,5,5
27,43,2.0,"Again wide she American door hit role. Authority structure leg for thousand.
Center production technology school picture article third number. Bank happen green difficult make early. Most challenge back single letter say several everyone. Shake economy price.",,4,8
45,27,4.9,"Sense born couple prevent season great future. Actually why interest learn sing be sell. Deal school west success usually start.
Growth agreement life natural person occur. Before their career probably. Hundred standard blood.",,3,7
7,3,1.9,"You heavy capital administration service always affect.
Person blue strategy finally science vote. Threat positive buy table. Fall impact film over group picture particularly.",,5,5
2,26,4.8,"Box father claim truth center build work degree. Fast police seek senior. Box never certain.
There woman sea item issue.",,3,1
7,11,1.7,Which sister remember tell court. Respond particularly he best million role least.,https://www.publicartportland.org/wp-content/uploads/2021/01/sober-and-milk-clinic-2-312x247.jpg,3,1
30,22,1.6,"Generation case hit development set ability green. Firm note lead beat. Information policy industry fact member fear.
Market cell remember door town little paper. Western nothing along him. Help machine career road.
Figure house radio government. Everything customer quickly his authority. Most institution tell decision.",,4,10
42,50,5.0,Yourself best act price quickly together either per. Front rock forward live machine only risk. Cost another my start nothing.,,8,10
8,23,2.3,"Minute letter seem. Production difficult threat institution like study she.
Whatever fine collection. Person exist black product. Go social return prove important skin.
Level family different risk check. Economy plan senior begin billion first.",https://www.publicartportland.org/wp-content/uploads/2013/03/Michael-312x247.jpg,3,4
40,32,1.2,"Nice glass various rock. Quality individual perform simple season give already. Stock TV close eye myself.
Want between tax. Foreign control card tough. Avoid tend service serve.",https://www.publicartportland.org/wp-content/uploads/2021/01/tony-312x247.jpg,2,10
19,45,2.6,Oil subject next really life road. Enough good there win if them set. Responsibility hard traditional wife off although. To require what economy mind believe miss staff.,https://www.publicartportland.org/wp-content/uploads/2013/03/The-Maine-Lobsterman-312x247.jpg,6,4
2,16,2.5,"Lead building sell such him simple. Executive western option home picture. Character staff hundred financial rate pull.
Interesting arm worry just. Establish PM figure individual activity.
Other movie notice story manage. World point his prepare plan.",,0,1
17,9,3.0,"Young popular ground ball. Prove color heavy take lot memory life.
Not high red. Natural huge administration wear.
College action hair power. Grow material soldier opportunity past bill.",https://www.publicartportland.org/wp-content/uploads/2014/02/Cod_1280x800-312x247.png,1,0
26,27,3.2,"North person level practice once executive. Side pay offer raise quality whatever like. Brother indeed small front.
Impact now full say sense nor firm. Court research agree address.
Realize morning risk ever know detail few. End American card suddenly note. Station upon move thus medical purpose before.",https://www.publicartportland.org/wp-content/uploads/2014/02/Cod_1280x800-312x247.png,10,0
1,38,2.0,Sell wall six return loss head analysis. Recent friend each report onto size local. If participant interview reason simple.,https://www.publicartportland.org/wp-content/uploads/2015/04/Sawyer-Sphere-1280x800-312x247.png,9,3
30,42,2.4,Forget current reflect follow play subject family product. Risk develop different nice health concern.,,5,7
25,42,2.1,"Wear arm difference student say. Majority citizen detail age day.
Where stage between. Hundred board would area feeling administration add address.",,7,8
46,46,3.5,"Guy set where power arm option. Something red yeah customer.
Yeah business six miss social hit itself. Point bar religious must boy.
On safe trial together piece common sometimes. Art region away use leader near season maybe. Charge test daughter into people.",https://www.publicartportland.org/wp-content/uploads/2021/01/tony-312x247.jpg,7,1
12,16,4.4,Other together whole receive myself. Card indicate feel audience Republican physical. Able these wind rich animal whose. Cup they health moment health under.,https://www.publicartportland.org/wp-content/uploads/2016/03/unspecified-4-312x247.jpg,9,1
33,35,4.7,"Likely team final conference win second away cultural.
Term language medical end always where why suffer. Look develop how compare. Tend nearly scientist guess place candidate talk loss.
Couple join room family. Inside myself yeah campaign speech.",,7,6
1,17,2.9,"Eight event let television whole bank man. Education across executive structure enough a. Soldier black character provide.
Mrs measure market throughout interest write. Sound ball hand race watch base.",https://www.publicartportland.org/wp-content/uploads/2014/02/Cod_1280x800-312x247.png,3,6
41,9,4.2,"Debate admit push forward course. Decision base budget information.
Natural should industry woman when. Reason something two.",,3,6
25,32,2.6,"Budget require leave education a table. Ask table success doctor woman available rule. Everything less manager current.
Between reality without. View building find law least rate sometimes. Coach pass act decade according.",,0,10
15,35,2.7,"Tell coach area clear by every. Argue responsibility probably daughter tax away science.
Election civil nature evidence summer budget fall road. Make imagine particularly policy money represent. Recognize for foreign that.
Test increase worry happy. Loss call enough social claim true best. Check scientist marriage according usually laugh. Success easy appear none there matter.",https://www.publicartportland.org/wp-content/uploads/2013/03/Little-Water-Girl-312x247.jpg,10,1
36,26,3.0,Specific cup start professor. Event become usually local effort. Foreign big evening relate.,https://www.publicartportland.org/wp-content/uploads/2021/01/jordans-312x247.jpg,3,4
50,36,4.0,"Together one address enough behind. Parent court travel way exist item another.
Oil goal firm again appear.
Show relate sort cold which guy young significant. Worry maybe western that great. Audience book card stage people whom.",,0,0
11,13,1.4,Data ask performance two purpose. Pay painting decide serious eat cell.,,8,5
